adversarial_distractors,background_objects,balanced_labels,branch_accuracy,causal_k,causal_recall_mean,checkpoint,cuda_peak_mb,hidden_dim,layers,majority_accuracy,model,ms_per_sample_forward,mse,params,seed,selected_k_mean,status,total_objects_n,train_loss
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N512_K8_D0_seed23.pt,199.185059,512,2,0.333333,serialized-token,0.761313,9.7e-05,6325778,23,8.0,ok,512,1.141622
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N512_K8_D0_seed11.pt,177.786621,512,2,0.333333,wpu-cws-learned,2.041401,4.6e-05,6853655,11,16.0,ok,512,1.030397
0,504,True,0.7,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N512_K8_D0_seed13.pt,177.786621,512,2,0.333333,wpu-cws-learned,2.197076,1.9e-05,6853655,13,16.0,ok,512,0.838327
0,504,True,0.59,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N512_K8_D0_seed17.pt,177.786621,512,2,0.333333,wpu-cws-learned,2.210294,1.8e-05,6853655,17,16.0,ok,512,0.921464
0,504,True,0.626667,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N512_K8_D0_seed19.pt,177.786621,512,2,0.333333,wpu-cws-learned,2.00741,2.6e-05,6853655,19,16.0,ok,512,0.504
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N512_K8_D0_seed23.pt,177.786621,512,2,0.333333,wpu-cws-learned,1.818071,4e-06,6853655,23,16.0,ok,512,1.104542
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N512_K8_D0_seed11.pt,174.786621,512,2,0.333333,wpu-cws-oracle,1.93593,8e-06,6853655,11,8.0,ok,512,1.109189
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N512_K8_D0_seed13.pt,177.786621,512,2,0.333333,wpu-cws-oracle,2.231841,8e-06,6853655,13,8.0,ok,512,1.113546
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N512_K8_D0_seed17.pt,177.786621,512,2,0.333333,wpu-cws-oracle,2.26144,9e-06,6853655,17,8.0,ok,512,1.069258
0,504,True,0.75,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N512_K8_D0_seed19.pt,177.786621,512,2,0.333333,wpu-cws-oracle,2.39482,2.3e-05,6853655,19,8.0,ok,512,0.242248
